184751939,788,130,2023-05-14 04:11:00
184753525,585,122,2023-05-14 05:08:00
184753767,649,140,2023-05-14 05:17:00
184759972,613,136,2023-05-14 09:36:00
184762681,680,140,2023-05-14 11:07:00
184765378,744,154,2023-05-14 12:25:00
184768394,535,124,2023-05-14 13:45:00
184770016,597,168,2023-05-14 14:23:00
184771773,489,150,2023-05-14 15:01:00
184773181,629,166,2023-05-14 15:33:00
184774819,585,156,2023-05-14 16:09:00
184777010,619,174,2023-05-14 16:51:00
184779410,948,200,2023-05-14 17:40:00
184782346,747,210,2023-05-14 18:40:00
184786900,547,168,2023-05-14 20:11:00
184788408,744,184,2023-05-14 20:41:00
184790727,823,180,2023-05-14 21:30:00
184793226,721,162,2023-05-14 22:24:00
184793255,128,62,2023-05-14 22:25:00
184795405,706,162,2023-05-14 23:10:00
